FinInstrmId,TckrSymb
539190,DFL
539195,POEL
539196,AEL
539199,SGFIN
539201,SATIA
539216,GARMNTMNTR
539217,SRESTHA
539219,MUL
539220,MISHKA
539221,SPORTKING
539222,GROWINGTON
539226,RUDRA
539227,LOYAL
539228,GGPL
539251,BALKRISHNA
539252,SCFL
539254,ADANITRANS
539255,STARDELTA
539267,SAMSRITA
539268,SYNGENE
539273,PECOS
539275,MSL
539276,KAYA
539277,ALSTONE
539278,SYMBIOX
539287,ORTINLAABS
539288,AVI
539289,AURUM
539290,OSWALGREEN
539291,VASUDHAGAM
539300,AKSPINTEX
539301,ARVSMART
539302,POWERMECH
539304,CANOPYFIN
539309,RAMASTEEL
539310,THINKINK
539312,UTISENSETF
539313,UTINIFTETF
539314,UNIAUTO
539331,VETO
539332,NAVKARCORP
539334,SHREEPUSHK
539336,GUJGAS
539337,WAAREE
539346,SADBHIN
539353,SALAUTO
539354,POLYSPIN
539359,PRITIKAUTO
539378,SML
539383,MINFY
539384,KRISHNACAP
539391,ACME
539398,VISHALBL
539399,BELLACASA
539400,MALLCOM
539402,VAL
539404,SATIN
539405,DITCO
539406,SWAGTAM
539407,GENCON
539409,NEERAJ
539410,MUZALI
539428,TEJNAKSH
539436,COFFEEDAY
539437,IDFCFIRSTB
539447,BEARDSELL
539448,INDIGO
539449,IGCIL
539450,SHK
539470,SHREEGANES
539479,GTV
539480,LICNETFN50
539487,LICNETFSEN
539492,GARBIFIN
539494,SMARTFIN
539506,ADCON
539515,QUINT
539516,HDFCNIFETF
539517,SXETF
539518,UDAYJEW
539519,MAYUKH
539522,GROVY
539523,ALKEM
539524,LALPATHLAB
539526,SCTL
539527,CREATIVE
539528,AAYUSH
539542,LUXIND
539544,ABHIINFRA
539545,APOORVA
539546,BNL
539551,NH
539559,DDIL
539561,REMLIFE
539562,AARNAV
539574,SCL
539584,SIPTL
539593,SHIVA
539594,MISHTANN
539596,DELTA
539598,CGFL
539607,BLUECLOUDS
539620,KEIL
539621,BCLENTERPR
539636,PRECAM
539658,TEAMLEASE
539659,VIDLI
539660,BESTAGRO
539661,ACEMEN
539662,BFLAFL
539673,RCL
539678,QUICKHEAL
539686,KPEL
539692,IFINSER
539725,GOKULAGRO
539730,FREDUN
539742,SIMBHALS
539761,VKAL
539767,MNIL
539773,ADVIKCA
539784,LICNFNHGP
539785,PDMJEPAPER
539787,HCG
539798,UMIYA
539799,BHARATWIRE
539800,CHDCHEM
539807,INFIBEAM
539814,LELAVOIR
539834,BALGOPAL
539835,SUPERIOR
539837,RPEL
539841,LANCER
539843,NINSYS
539854,HALDER
539871,THYROCARE
539872,BAJAJHCARE
539874,UJJIVAN
539875,RSDFIN
539876,CROMPTON
539883,PILANIINVS
539884,DARSHANORNA
539889,PARAGMILK
539894,MADHAVIPL
539910,KOCL
539917,NAGARFERT
539921,SEIL
539927,LIKHAMI
539938,MIL
539939,YASHCHEM
539940,MAXVIL
539945,ICICINV20
539947,JLL
539956,TAALENT
539957,MGL
539963,ZEAL
539978,QUESS
539979,DIGJAMLTD
539980,ICICIMCAP
539984,HUIL
539986,COMSYN
539991,CFEL
539992,LLOYDSTEEL
539997,KPL
540005,LTIM
540006,EASTWEST
540008,BSLSENETFG
540023,COLORCHIPS
540025,ADVENZYMES
540026,LAHL
540027,PTIL
540047,DBL
540048,SPAL
540061,BIGBLOC
540062,GOLDENCREST
540063,ECS
540065,RBLBANK
540073,BLS
540078,MITSU
540079,SPRAYKING
540083,TVVISION
540097,VISCO
540108,TIAANC
540115,LTTS
540124,GNA
540125,RADHIKAJWE
540133,ICICIPRULI
540134,IISL
540135,ARCFIN
540136,HPL
540143,SAGARSOFT
540144,DRA
540145,VALIANTORG
540146,ACML
540147,SHASHIJIT
540153,ENDURANCE
540154,IDFSENSEXE
540159,PURPLE
540173,PNBHOUSING
540174,SOUTHERNIN
540175,REGENCY
540180,VBL
540181,SALEM
540190,FRANKLININD
540192,LKPSEC
540198,OSIAJEE
540203,SFL
540204,EIKO
540205,AVL
540210,HEADSUP
540212,TCIEXP
540222,LAURUSLABS
540243,NEWLIGHT
540252,VSL
540259,SHANGAR
540266,GLCL
540268,TRU
540293,PRICOLLTD
540311,JITFINFRA
540358,RMC
540359,PARMAX
540360,LLFICL
540361,DANUBE
540366,RADIOCITY
540376,DMART
540377,IFL
540386,ONTIC
540393,SMLT
540395,CHEMCRUX
540396,MANOMAY
540401,MAXIMUS
540403,CLEDUCATE
540425,SHANKARA
540492,STARLENT
540497,SCHAND
540515,KANUNGO
540519,MEERA
540526,IRBINVIT
540530,HUDCO
540544,PSPPROJECT
540545,BGJL
540550,YUG
540565,INDIGRID
540570,VARIMAN
540575,STARCEMENT
540590,RIDDHICORP
540595,TEJASNET
540596,ERIS
540597,CONTAINER
540602,GTPL
540611,AUBANK
540612,ICICILOVOL
540614,GGENG
540615,7NR
540642,SALASAR
540647,GANGESSEC
540648,PALASHSEC
540649,AVADHSUGAR
540650,MAGADHSUGAR
540651,JIGAR
540652,CTCL
540654,GSTL
540669,UTINEXT50
540673,SIS
540678,COCHINSHIP
540679,SMSLIFE
540680,KIOCL
540686,SMRUTHIORG
540691,ABCAPITAL
540692,APEX
540693,SHISHIND
540694,ANG
540696,KCDGROUP
540699,DIXON
540700,BRNL
540701,DCAL
540702,LASA
540703,PROCLB
540704,MATRIMONY
540709,RELHOME
540710,CAPACITE
540715,SAGAR
540716,ICICIGI
540717,PQIF
540719,SBILIFE
540724,DIAMONDYD
540725,SHAREINDIA
540726,TTFL
540727,POOJA
540728,SAYAJIIND
540730,MEHAI
540735,IRIS
540737,SGRL
540738,STL
540743,GODREJAGRO
540749,MASFIN
540750,IEX
540755,GICRE
540756,KAARYAFSL
540757,SCPL
540762,TIINDIA
540767,NAM-INDIA
540768,MAHLOG
540769,NIACL
540774,IFGLEXPOR
540775,KHADIM
540776,5PAISA
540777,HDFCLIFE
540782,SBRANDS
540786,SHARIKA
540787,ICICIB22
540788,ASPIRA
540789,DNAMEDIA
540795,DYNAMIC
540796,RATNABHUMI
540797,SHALBY
540809,MRCAGRO
540821,SADHNA
540823,VITESSE
540824,ASTRON
540874,7SEASL
540879,APOLLO
540900,NEWGEN
540901,PRAXIS
540902,AMBER
540914,SRUSTEELS
540923,AML
540935,GALAXYSURF
540936,GGL
540937,MEDICO
540952,LAL
540953,KENVI
540954,IWP
540955,TDSL
540956,BHATIA
540961,SHIVAMILLS
540975,ASTERDM
540980,YSL
541005,KANCOTEA
541019,HGINFRA
541083,INFLAME
541096,BPLPHARMA
541097,LIQUIDETF
541143,BDL
541144,ACTIVE
541152,GOYALALUM
541153,BANDHANBNK
541154,HAL
541161,KBCGLOBAL
541163,SANDHAR
541167,YASHO
541178,BENARA
541179,ISEC
541195,MIDHANI
541206,OBCL
541228,TRL
541233,LEMONTREE
541269,CHEMFABALKA
541276,HARDWYN
541301,ORIENTELEC
541302,DHRUV
541303,AKSHAR
541313,ICICI500
541336,INDOSTAR
541337,MILEFUR
541338,UHZAVERI
541347,PARVATI
541352,MEGASTAR
541353,INNOVATORS
541400,ZIMLAB
541402,AFFORDABLE
541403,DOLLAR
541418,NGIL
541444,PALMJEWELS
541445,WAA
541450,ADANIGREEN
541540,SOLARA
541546,GAYAHWS
541556,RITES
541557,FINEORG
541578,VARROC
541601,RAJNISH
541634,RAWEDGE
541700,TCNSBRANDS
541702,ASHNI
541729,HDFCAMC
541735,VIVANTA
541741,TINNATFL
541770,CREDITACC
541771,AMINTAN
541778,DEEP
541809,ICICINXT50
541865,ASRL
541890,SPACEINCUBA
541929,SGIL
541946,ICICILIQ
541956,IRCON
541967,SKYGOLD
541972,SETFSN50
541974,MANORAMA
541983,INNOVATIVE
541988,AAVAS
542011,GRSE
542012,AAL
542013,DOLFIN
542019,SHUBHAM
542020,AKI
542025,SUNRETAIL
542034,SMGOLD
542046,VIVIDM
542057,BCPL
542066,ATGL
542123,PHOSPHATE
542131,MAN50ETF
542141,TECHNOE
542145,RONI
542216,DALBHARAT
542230,ABSLNN50ET
542231,NILASPACES
542232,SRD
542233,TREJHARA
542285,AXITA
542323,KPIGREEN
542333,RPSGVENT
542337,SPENCER
542351,GLOSTERLTD
542367,XELPMOC
542383,RITCO
542399,CHALET
542437,ANMOL
542459,KRANTI
542460,ANUP
542484,ARVINDFASN
542513,UTISXN50
542579,AGOL
542592,HBEL
542597,MSTC
542602,EMBASSY
542627,CHANDNIMACH
542628,NSL
542649,RVNL
542650,METROPOLIS
542651,KPITTECH
542652,POLYCAB
542654,VRFILMS
542655,VIKASLIFE
542665,NEOGEN
542666,GKP
542667,WORL
542668,EVANS
542669,BMW
542670,AEPL
542677,MAHESH
542678,CHCL
542679,DEL
542682,HARISH
542684,PPL
542685,DGCONTENT
542694,PARSHVA
542721,ARL
542724,EARUM
542725,SBC
542726,INDIAMART
542727,CPML
542729,DCMNVL
542730,ICICIBANKN
542747,SNXT50BEES
542752,AFFLE
542753,SEACOAST
542758,ICICIBANKP
542759,SPANDANA
542760,SWSOLAR
542765,TRANSPACT
542770,ALPHALOGIC
542772,360ONE
542773,IIFLSEC
542774,MUFIN
542802,GALACTICO
542803,VEL
542804,NIESSPJ
542810,NIESSPA
542812,FLUOROCHEM
542830,IRCTC
542837,NIESSPE
542839,NIEHSPD
542843,NIEHSPG
542844,NIEHSPH
542846,NIEHSPL
542847,NIESSPL
542848,NIESSPM
542851,GENSOL
542852,VISHWARAJ
542857,GREENPANEL
542862,SHAHLON
542863,ABSLBANETF
542865,ANUROOP
542867,CSBBANK
542904,UJJIVANSFB
542905,HINDWAREAP
542907,PRINCEPIPE
542909,EBBETF0430
542918,GIANLIFE
542919,ARTEMISMED
542920,SUMICHEM
542921,ICICIM150
542922,MANXT50ETF
542924,JANUSCORP
542932,BIRLATYRES
542933,UNIVPHOTO
542934,CBPL
542935,ICLORGANIC
542938,OCTAVIUSPL
543064,SUVENPHAR
543066,SBICARD
543071,07AGG
543079,07GPG
543092,09GPG
543144,08MPD
543150,08GPG
543161,10AGG
543165,10ARD
543167,10GPG
543172,COSPOWER
543174,11GPG
543175,11MPD
543176,11MPR
543177,11QPD
543181,11AGG
543182,11AMD
543186,11DPD
543187,POWERINDIA
543193,DJML
543207,NATURAL
543208,REGIS
543210,AARTISURF
543211,BONLON
543212,BOROLTD
543213,ROSSARI
543214,NDRAUTO
543215,EBBETF0425
543216,EBBETF0431
543217,MINDSPACE
543218,SBGLP
543219,ICICIALPLV
543220,MAXHEALTH
543221,ICICITECH
543223,MAXINDIA
543224,HBANKETF
543226,UTIBANKETF
543227,HAPPSTMNDS
543228,ROUTE
543229,SAMRATFORG
543230,ADVAIT
543231,ADL
543232,CAMS
543233,CHEMCON
543234,SECMARK
543235,ANGELONE
543236,ATAM
543237,MAZDOCK
543238,UTIAMC
543239,GMPL
543240,LIKHITHA
543241,VGIL
543242,HEMIPROP
543243,EQUITASBNK
543245,GLAND
543248,RBA
543249,TARC
543250,MOGSEC
543251,RVHL
543252,FAIRCHEMOR
543253,BECTORFOOD
543254,AWHCL
543255,INFRABEES
543256,RFLL
543257,IRFC
543258,INDIGOPNTS
543259,HOMEFIRST
543260,STOVEKRAFT
543261,BIRET
543263,SMCGLOBAL
543264,NURECA
543265,RAILTEL
543266,HERANBA
543267,DAVANGERE
543268,DRCSYSTEMS
543269,ADJIA
543270,MTARTECH
543271,JUBLINGREA
543272,EASEMYTRIP
543273,KMEW
543274,SUUMAYA
543275,ANURAS
543276,CRAFTSMAN
543277,LXCHEM
543278,KALYANKJIL
543279,SURYODAY
543280,NAZARA
543281,SUVIDHAA
543282,NIKSTECH
543283,BARBEQUE
543284,EKI
543287,LODHA
543288,DEEPIND
543290,PGINVIT
543291,MAFANG
543292,ICICIPHARM
543297,IWEL
543298,VINEETLAB
543299,SHYAMMETL
543300,SONACOMS
543305,NAVODAYENT
543306,DODLA
543308,KIMS
543309,ADESHWAR
543311,IPL
543312,FOCUS
543317,GRINFRA
543318,CLEAN
543319,AAPLUSTRAD
543320,ZOMATO
543321,TATVA
543322,GLS
543323,MAFSETF
543324,GCSL
543325,ROLEXRINGS
543326,ICICIFMCG
543327,EXXARO
543328,KRSNAA
543329,WINDLAS
543330,DEVYANI
543331,MOL
543332,MFL
543333,CARTRADE
543334,NUVOCO
543335,APTUS
543336,CHEMPLASTS
543341,SHARPLINE
543346,AASHKA
543347,AXISTECETF
543348,AXISHETF
543349,AMIORG
543350,VIJAYA
543352,POBS
543357,AXISCETF
543358,SANSERA
543363,PREVEST
543364,MARKOLINES
543365,MASPTOP50
543367,PARAS
543372,GETALONG
543373,SVRL
543374,ABSLAMC
543376,SAMOR
543378,CWD
543383,ICICICONSU
543384,NYKAA
543386,FINOPB
543387,SJS
543389,SIGACHI
543390,POLICYBZR
543396,PAYTM
543397,SAPPHIRE
543398,LATENTVIEW
543399,TARSONS
543400,OMNIPOTENT
543401,GOCOLORS
543410,DMR
543411,HITECH
543412,STARHEALTH
543413,TEGA
543414,MAHKTECH
543415,ANANDRATHI
543416,ZODIAC
543417,RATEGAIN
543418,BBETF0432
543419,SHRIRAMPPS
543420,JETFREIGHT
543425,MAPMYINDIA
543426,METROBRAND
543427,MEDPLUS
543428,DATAPATTNS
543433,HPAL
543434,SUPRIYA
543435,CLARA
543437,MONQ50
543438,DSPQ50ETF
543439,BRANDBUCKT
543440,DSPN50ETF
543441,CMSINFO
543442,BCONCEPTS
543443,ASCENSIVE
543449,WEL
543450,ICICIAUTO
543451,AGSTRA
543452,ICICISILVE
543453,ALKOSIGN
543454,MAMFGETF
543458,AWL
543460,QRIL
543461,SSTL
543462,DEVIT
543463,MANYAVAR
543464,SPITZE
543465,MOMOMENTUM
543470,SOFTTECH
543471,SILVER
543472,TECH
543473,HEALTHY
543474,BSLNIFTY
543475,EKENNIS
543480,ICICI5GSEC
543481,MAM150ETF
543482,EUREKAFORBE
543489,GATEWAY
543490,GMRP&UI
543497,BCCL
543498,MSUMI
543500,EVOQ
543501,MOLOWVOL
543512,AVROIND
543513,UMAEXPORTS
543514,VERANDA
543515,SEML
543516,DHYAANI
543517,HARIOMPIPE
543518,EIGHTY
543520,GLHRL
543521,FONE4
543523,CAMPUS
543524,RAINBOW
543525,SILVERTUC
543526,LICI
543527,PRUDENT
543528,VENUSPIPES
543529,DELHIVERY
543530,PARADEEP
543531,TIERRA
543532,ETHOSLTD
543533,EMUDHRA
543534,AETHER
543535,WEWIN
543539,MODIS
543540,PGCRL
543542,KESAR
543545,VEERKRUPA
543546,HEALTHYLIFE
543547,DDEVPLASTIK
543568,ICICIMOM30
543570,HDFCNEXT50
543571,ICICIINFRA
543572,DSPSILVETF
543573,SYRMA
543574,NIFTYQLITY
543575,MOMENTUM
543576,MOVALUE
543590,RHETAN
543591,DREAMFOLKS
543592,HDFCSILVER
543593,DBOL
543594,DPL
543595,EPBIO
543596,TMB
543597,VOEPL
543599,KSOLVES
543600,HARSHA
543605,HDFCQUAL
543606,CONTAINE
543607,HDFCGROWTH
543608,HDFCVALUE
543613,MAFIA
543614,TIPSFILMS
543615,SRSOLTD
543616,TLL
543617,REETECH
543618,CARGOTRANS
543619,CNCRD
543620,INA
543621,CARGOSOL
543622,STML
543623,VEDANTASSET
543624,MAAGHADV
543625,SECURCRED
543626,EMIL
543628,HDFCMOMENT
543635,PPLPHARMA
543636,DCI
543637,PACE
543638,TRACXN
543643,NARMADA
543644,INFOBEAN
543645,HPIL
543650,DCXINDIA
543651,DAPS
543652,FUSION
543653,BIKAJI
543654,MEDANTA
543656,TECHNOPACK
543657,ACI
543663,FIVESTAR
543664,KAYNES
543665,HDFCNIFIT
543667,INOXGREEN
543668,BBTCL
543669,RUSTOMJEE
543670,VINNY
543671,AAATECH
543677,ICICIFIN
543678,AMBOAGRI
543686,SIRCA
543687,DHARMAJ
543688,SARVESHWAR
543689,UNIPARTS
543699,EBBETF0433
543700,ICICI10GS
543709,GARGI
543710,ICICICOMMO
543711,SULA
543712,AHL
543713,DRONACHRYA
543714,LANDMARK
543715,IEL
543720,KFINTECH
543725,ELIN
543732,RADIANTCMS
543737,AVEER
543738,DSPBANKETF
543743,SAH
543744,REXSEAL
543745,SVS
543746,ELIL
543747,KAMOPAINTS
543748,AARTIPHARM
543754,TRANSVOY
543765,EARTH
543766,ASHIKA
543767,BTML
543768,NSLNISP
543769,INDONG
543774,HDFCBSE500
543775,HDFCSML250
543781,MAGOLDETF
543782,SEALMATIC
543787,ROBU
543798,PATRON
543799,SVJ
543805,RESGEN
543806,ITCONS
543811,AIRAN
543812,DIVGIITTS
543819,PSUBANKICI
543828,SUDARSHAN
543829,GSLSU
543830,LABELKRAFT
543831,BRIGHT
543843,COMMAND
543848,DEVLAB
543853,AXISPEGP
543860,JAFINANCE
543861,USK
543874,MAIDEN
543875,MAGS813ETF
543895,EXHICON
543896,AVALON
543897,SANCODE
543898,BLAL
543900,SILVERETF
543901,RHL
543902,RETINA
543903,DSPGOLDETF
543904,MANKIND
543905,INNOKAIZ
543910,AVG
543911,ATALREAL
543912,PIGL
543913,NXST
555555,ICICISENSX
570001,TATAMTRDVR
570004,JISLDVREQS
570005,SCAPDVR
590003,KARURVYSYA
590005,TIDEWATER
590006,AMRUTANJAN
590013,XPROINDIA
590018,HISARMET
590021,BHARATRAS
590024,FACT
590025,GINNIFILA
590030,SPIC
590031,DENORA
590051,SAKSOFT
590056,SALONACOT
590062,ANDHRSUGAR
590065,IMPAL
590066,KCP
590068,KHAITANLTD
590070,RADAAN
590071,SUNDARMFIN
590072,SUNDRMBRAK
590073,WHEELS
590075,LAMBODHARA
590078,MAITHANALL
590082,LOHIASEC
590086,ORISSAMINE
590095,GOLDBEES
590096,LIQUIDBEES
590097,KOTAKGOLD
590098,SBIGETS
590099,QGOLDHALF
590101,GOLDSHARE
590103,NIFTYBEES
590104,JUNIORBEES
590106,BANKBEES
590107,KOTAKPSUBK
590108,PSUBNKBEES
590109,SHARIABEES
590110,QNIFTY
590113,HNGSNGBEES
590115,MOM50
590126,GRADIENTE
590134,MADRASFERT
590136,KOTAKBKETF
590137,SETFNIFBK
590138,SETFNIF50
717504,MBLNCRPS
890157,AIRTELPP
890168,AURUMPP
890174,COASTPP
890179,ADCONPP
890180,AARTIPP
890184,SPARCPP
935383,849NTPC25
935506,736PFC25
935514,760PFC35
935540,714REC25
935548,743REC35
935584,76NHAI31
935616,753IREDA26
935640,727HUDCO26
935642,764HUDCO31
935666,769NHAI31
935674,769HUDCO31
935682,764IRFC31
935690,764NABARD31
935752,9MMFSL26
936040,785MMFSL24
936224,975JMFCSL28
936226,934JMFCS28
936240,0SFL23
936248,0EFL23
936250,965EFL23
936252,943EFL28
936278,884ICCL28
936282,92ICCL28
936290,890TCFSL23
936324,912SFL23
936380,101JMFCSL23
936382,967JMFCSL23
936392,995EFL24
936396,EFL4JAN19A
936398,1015EFL29
936408,915MMFSL24
936416,95MMFSL29
936430,105SEFL24
936458,95SFL24
936492,0MFL26
936544,10MFL24
936668,1025SEFL24A
936716,995EFL24A
936718,104EFL24
936722,995EFL29
936724,104EFL29
936730,975MFL24AA
936736,10MFL24A
936772,0KFL23AA
936930,975MFL24B
936969,995ECL24
936971,104ECL24
936973,0ECL24
937023,975MFL24BB
937045,801TCH25
937053,81TCHF28
937085,98NWFL25
937089,0NWFL25
937091,98NWFL30
937093,1025NWFL30
937251,965MFL23
937295,915MFL25
937311,MFLOII25
937313,MFLOIII24
937335,935EFSL24
937339,939EFSL26
937351,MFLII26
937381,697PFCL36
937385,715PFCL36
937455,96IFL28
937467,MFLV26E
937495,916EFSL26
937497,955EFSL26
937513,0MMFL25B
937533,769IGT28
937537,82IGT31
937541,797IGT31
937543,825MFCL23A
937553,0MFCL23VI
937559,0MFCL28IX
937561,BILNCD2021
937605,1075KLM23
937609,11KLM24
937625,875EFSL24
937627,91EFSL24
937629,EFSL10SEP21
937633,955EFSL26A
937639,97EFSL31
937651,10MMFL27
937705,JMFPL25
937721,842IIFL26
937769,825MFL24
937787,1003UCL24
937793,875EFSL24A
937799,915EFSL26A
937805,93EFSL31A
937881,8MFL24
937903,925IFSL24
937989,850EHFL24
937993,870EHFL25
937995,905EHFL25
938001,955EHFL27
938005,930EHFL32
938025,1040UCL25
938027,MFLVII25G
938049,MMFL23522
938089,IML280622B
938099,88NWIL25
938119,KFL110822
938123,95KFL26
938131,8MFL24A
938149,1050UCL25
938166,93IHFL25
938202,885EFSL24
938210,EFSL201022A
938212,935EFSL27
938218,965EFSL32
938220,1010EFSL32
938222,79NHIT35
938224,79NHIT40
938226,79NHIT47
938260,MFLTDIII24
938268,MFLTDVII27
938282,735MFL25
938286,725MFL24
938314,IHFL281222A
938328,11CCIL26
938330,115CCIL28
938348,95KFL27
938354,9EFSL25
938356,ZCEFSL25
938360,960EFSL26
938364,967EFSL28
938370,10EFSL33
938382,865IIFL28
938388,945IFSL25
938430,MFL020223
938434,775MFL26
938438,775MFL25
938442,81MFL28
938464,1075KLMAF28
938514,895EFSL25
938516,EFSL270423
938518,920EFSL2026
938520,960EFSL2026
938524,967EFSL2028
938526,101EFSL28
938530,10EFSL2033
938556,8MFL2026
938564,84MFL25
938570,9MFL30A
938574,MFL020523
938588,840CIFCL28
957807,1015UPPCL25
957808,1015UPPCL26
957810,1015UPPCL28
958178,1032APCRD26
961713,PFCBS3
961728,830NHAI27
961734,HUDCO050327
961744,812REC27
961765,751HUDCO28
961782,851HUDCO28
961784,839HUDCO23
961785,876HUDCO28
961796,863IIFCL28
961800,854PFC28
961803,879PFC28
961804,892PFC33
961810,891NTPC33
961814,876HUDCO24
961816,901HUDCO34
961837,841IREDA24
961839,880IREDA29
961873,844REC24
961885,888IRFC29
961895,880IIFCL29
961906,736NTPC25D
961912,HDFCW3
972655,IFCI010811B
972719,IFCI310312A
972721,IFCI310312C
973232,91TMFLPERP
973491,675PCHFL31
973876,970UPC29
973883,970UPCL32
974072,8HDFCL32
974288,995UPPCL32
974451,962APSB31
974561,11MML26
974634,0EEL27
974635,0EEL26
800340,SGBMAY29
810828,719TAMSDL42
800325,SGBAUG28
800333,SGBFEB29
800342,SGBJUN29A
800442,738GOI2027
800438,SGBJAN30
800443,SGBJUNE30
800339,SGBMAR29
800314,SGBFEB28
800318,SGBAPR28
800574,741GOI36
800297,SGBAUG27
800254,SGBAUG24
800329,SGBNOV28
810578,823GUJ2028
800488,SGBAUG30
800268,SGBMAY25
800251,SGB20151
800299,772GOI2049
800331,SGBJAN29
800341,SGBJUNE29
800575,SGBMAR31
800332,SGBJAN29A
800573,SGBDEC30
800441,754GOI2036
800437,SGBDEC29
800434,SGBNOV29
800324,SGBJULY28
800313,SGBJAN28
800273,SGBOCT25B
800439,SGBMARCH30
800258,SGB2016IIA
800452,736GOI2052
800327,SGBSEP28
800328,SGBOCT28
800312,SGBDEC27
